timestamp	ch1	ch2	ch3	ch4
0	48544	23728	32672	23782
0	17142	28036	32669	32599
0	51498	23846	32669	32644
0.016	48367	26777	32673	32596
0.04	22552	30392	32689	32664
0.056	27077	32368	32738	32680
0.08	35471	34799	32767	32691
0.096	27975	36111	32726	32667
0.112	20790	44697	32712	32714
0.128	16781	50774	32713	32706
0.144	9856	46914	32747	32628
0.168	47079	51190	32646	32665
0.184	46678	51579	32672	32653
0.2	47682	49519	32678	32641
0.216	45407	65505	32634	32741
0.232	37386	65504	32631	32599
0.256	27353	33344	32775	32622
0.272	36264	31597	32739	32642
0.296	26459	65505	32749	32702
0.312	14032	65502	32736	32640
0.336	48700	37311	32682	32683
0.352	49715	39277	32682	32699
0.376	8797	45989	32721	32663
0.4	50348	48914	32665	32664
0.424	12290	27904	32660	32667
0.448	40585	50168	32736	32705
0.472	34444	17855	32753	32700
0.496	24827	65503	32688	32711
0.52	51214	16072	32786	32610
0.544	3689	45113	32731	32704
0.576	6412	32263	32609	32740
0.608	14058	25272	32669	32631
0.64	25051	16864	32678	32721
0.68	24234	65504	32772	32732
0.72	37744	13994	32768	32631
0.752	51826	17577	32789	32687
0.784	51753	31254	32640	32785
0.816	45358	32301	32670	32619
0.848	30685	42060	32762	32684
0.88	15836	42034	32740	32612
0.912	11093	46220	32699	32711
0.944	5899	38665	32758	32605
0.984	49127	25283	32630	32692
1.016	38284	33409	32758	32655
1.056	44299	16219	32775	32585
1.088	51824	11187	32775	32662
1.128	25057	45852	32733	32583
1.168	51809	30027	32624	32722
1.208	22780	24686	32643	32667
1.248	30963	65504	32687	32640
1.296	13147	65506	32711	32597
1.344	23678	29206	32768	32741
1.392	39763	13443	32751	32612
1.44	51830	14421	32695	32588
1.488	47886	16189	32705	32683
1.528	43152	46005	32710	32704
1.576	38778	33356	32714	32674
1.624	34500	20464	32684	32621
1.672	42791	27226	32740	32624
1.72	3874	17567	32744	32672
1.768	15315	28469	32750	32685
1.816	26174	65505	32699	32625
1.864	33458	65504	32638	32791
1.912	38166	36788	32640	32640
1.96	40978	30221	32749	32608
2.008	42393	17329	32756	32617
2.064	42741	65506	32671	32610
2.12	42134	14960	32730	32716
2.168	41125	28045	32736	32675
2.232	39403	65502	32713	32749
2.312	37166	65502	32721	32633
2.368	51822	2075	32660	32664
2.48	30299	22480	32672	32723
2.568	30737	35172	32704	32649
2.712	41158	65504	32683	32685
2.776	35471	41610	32712	32623
2.84	31771	18516	32697	32701
2.896	29695	65505	32712	32636
2.96	28249	40575	32735	32648
3.024	25971	10455	32737	32722
3.088	4	23044	32672	32688
3.144	12787	65505	32672	32708
3.208	28744	36708	32734	32683
3.272	37866	48763	32726	32604
3.336	42662	19148	32752	32562
3.4	44616	38855	32748	32652
3.464	44691	22429	32739	32625
3.528	43545	26040	32728	32684
3.6	41461	28678	32725	32652
3.664	39372	6380	32695	32659
3.744	36894	32126	32732	32657
3.808	35191	35356	32731	32621
3.872	33788	13838	32780	32620
3.936	32690	37514	32751	32672
4	31887	4705	32735	32677
4.064	31344	37818	32727	32662
4.136	51515	41566	32745	32648
4.2	43603	28632	32724	32629
4.272	36638	37410	32702	32694
4.336	32672	65505	32669	32669
4.4	30136	37274	32684	32642
4.464	28614	32485	32683	32620
4.52	26973	9874	32729	32688
4.584	24667	31458	32705	32698
4.648	24046	15795	32707	32710
4.712	24656	33077	32696	32680
4.776	25957	30850	32689	32643
4.84	27502	35290	32691	32636
4.896	28854	14601	32721	32620
4.96	30276	37217	32697	32679
5.032	31635	41127	32750	32652
5.096	32593	52981	32721	32671
5.16	33318	36298	32722	32646
5.224	33824	27488	32719	32664
5.296	34164	65503	32694	32709
5.376	34316	47202	32722	32703
5.456	48173	40471	32741	32648
5.544	39376	21856	32778	32663
5.624	34894	35033	32721	32583
5.68	33045	40438	32729	32632
5.744	33873	28223	32746	32680
5.8	23812	25193	32770	32634
5.856	43536	65503	32729	32650
5.92	42956	14741	32747	32548
5.976	7529	28709	32746	32740
6.04	14555	15535	32703	32659
6.096	22087	65505	32671	32681
6.152	31303	46319	32710	32649
6.216	51822	25993	32663	32710
6.272	51824	16733	32743	32645
6.328	49621	65505	32772	32661
6.384	50510	27275	32755	32675
6.44	25639	22369	32770	32659
6.504	18596	18403	32670	32689
6.56	2768	27479	32759	32635
6.624	21039	33441	32732	32663
6.68	21091	36260	32700	32661
6.744	18962	37654	32728	32677
6.8	27715	44361	32699	32701
6.856	33320	33161	32738	32680
6.92	37048	30445	32698	32684
6.976	38625	65504	32704	32658
7.032	38937	40407	32706	32697
7.096	38597	20427	32718	32641
7.152	37804	26192	32680	32695
7.208	36805	43066	32729	32627
7.264	35759	65505	32666	32691
7.32	34761	14631	32769	32699
7.376	36097	38387	32723	32637
7.432	47123	49147	32733	32683
7.488	39869	6790	32701	32626
7.544	34791	29613	32768	32642
7.608	4	5474	32695	32642
7.664	5307	17434	32688	32648
7.72	19041	26808	32666	32657
7.784	51822	65501	32726	32673
7.84	51824	65504	32652	32696
7.904	43948	12980	32753	32662
7.96	43635	39542	32707	32698
8.024	39081	25397	32682	32700
8.088	43991	4	32765	32657
8.144	1059	12815	32760	32639
8.208	13616	25758	32671	32648
8.264	26268	32307	32689	32661
8.328	20075	42583	32732	32669
8.384	26136	22243	32628	32637
8.448	33910	30107	32654	32694
8.504	37753	33942	32656	32664
8.56	39729	36020	32656	32685
8.616	40407	36924	32647	32646
8.672	40176	65505	32730	32630
8.728	48085	65504	32670	32697
8.784	51782	48109	32687	32664
8.84	45132	41052	32682	32692
8.896	38341	34638	32676	32662
8.952	33778	35643	32702	32618
9.008	30693	33593	32676	32701
9.064	28048	24349	32703	32664
9.128	787	33241	32760	32648
9.184	19744	2	32752	32645
9.24	8241	17034	32773	32694
9.288	23676	11735	32732	32625
9.344	18951	43483	32750	32595
9.392	22734	65501	32723	32661
9.448	51804	65502	32675	32708
9.496	38154	65505	32735	32609
9.552	51717	14846	32779	32698
9.6	48288	19864	32642	32644
9.656	33143	25657	32665	32638
9.712	21658	65504	32698	32724
9.768	50230	24947	32759	32648
9.824	21928	30225	32685	32654
9.88	22863	65504	32669	32614
9.936	41984	5528	32789	32661
9.992	8959	20567	32704	32640
10.048	41216	65504	32679	32576
10.112	16383	37492	32698	32572
