timestamp	ch1	ch2	ch3	ch4
10	24725	32228	32693	32507
17	34537	32734	32712	31594
31	24850	32420	32712	32137
45	24005	32369	32723	32274
59	42360	33860	32726	32074
73	48512	34095	32718	32486
87	46145	32677	32714	32868
101	26259	32337	32717	32773
115	9328	33148	32714	32605
129	50381	34726	32700	32414
143	28296	31466	32688	32242
164	21139	31451	32707	32663
178	15646	31037	32702	33455
192	35496	32237	32714	33096
206	28191	30736	32735	33114
220	17422	32775	32718	32942
234	22331	29047	32725	33501
248	35086	37036	32723	32717
262	22521	30374	32717	33242
276	23068	31578	32722	32637
290	40476	32607	32736	32257
304	45025	30091	32711	32391
318	35100	33177	32733	32699
332	39939	35684	32709	32577
346	47424	30990	32713	32379
367	42118	35180	32702	32811
381	34576	36380	32722	32381
402	41080	33306	32719	33575
416	26951	33889	32724	33203
430	30573	33090	32708	32490
451	24609	35704	32706	32543
465	43423	34354	32699	32471
479	49710	31313	32708	32549
493	25489	32836	32701	32163
507	23496	30177	32728	32795
528	18909	27385	32711	33058
542	37936	28589	32716	31882
556	40998	28293	32700	32581
577	50156	30646	32714	31840
591	34090	28749	32724	32206
605	1986	31317	32719	32912
626	51383	33673	32727	32866
640	38211	35123	32723	32120
661	27787	35331	32725	32726
675	35665	39977	32723	32208
696	31419	37733	32704	32092
710	26668	40589	32725	32995
731	30312	36462	32715	32885
745	19508	37002	32722	32958
766	25832	33141	32700	32094
780	29642	33307	32714	32732
801	34945	34546	32727	32416
822	36766	34801	32715	32519
843	35341	33542	32714	33198
857	35974	35492	32708	32479
878	30965	35212	32746	33085
899	25776	35428	32721	32673
920	27350	33578	32732	33348
941	30044	32504	32757	32309
962	27727	31394	32722	32973
983	26253	30959	32725	32673
1004	39549	32518	32709	32384
1025	51029	28653	32721	32584
1046	41901	29493	32703	32892
1067	11555	30634	32705	32599
1088	50913	35966	32731	32855
1109	27105	32259	32713	32869
1130	19565	30264	32730	32287
1151	17579	28641	32673	32636
1172	16565	21750	32720	32669
1193	19331	24522	32759	32117
1214	27078	33768	32734	32560
1235	35586	27013	32718	32885
1256	46494	25706	32726	32769
1277	51632	25502	32716	32429
1298	49374	34447	32761	32485
1319	46105	32496	32731	32330
1340	38534	35250	32706	32335
1361	33587	31034	32732	32294
1382	28766	34097	32708	32637
1403	25758	34864	32713	33354
1424	19447	35354	32708	32849
1445	22699	38732	32728	33388
1473	45922	35061	32715	32424
1494	39013	34659	32707	32030
1515	8003	36846	32714	32864
1536	50400	36706	32719	33183
1564	27183	34364	32712	32801
1585	30432	35754	32719	32713
1606	32415	35250	32697	32438
1627	34035	34690	32709	32939
1655	20193	33849	32702	33277
1676	24365	33536	32696	32541
1704	47897	35086	32703	32821
1725	50169	32511	32735	32541
1753	30401	31597	32716	32595
1781	42253	33839	32707	32400
1809	29479	32752	32700	33172
1837	36755	30995	32724	32880
1865	31341	29254	32721	32731
1893	20319	32303	32724	32365
1921	41742	33089	32704	32497
1949	27557	31744	32699	32485
1977	12453	31290	32717	32416
2005	22316	29835	32716	32770
2033	33784	29591	32720	32259
2068	23552	31003	32716	33076
2096	31608	32229	32711	32399
2124	23202	32296	32696	32456
2152	44149	31803	32728	32671
2187	47076	31210	32708	32111
2215	37011	33146	32728	32547
2243	34855	30530	32712	32358
2271	38837	32074	32721	32414
2299	28937	32215	32709	32260
2327	32407	32192	32676	33210
2355	28339	30338	32723	32531
2383	46105	33190	32718	33050
2411	5	33317	32727	32928
2439	50499	30539	32708	32204
2467	26285	31508	32682	32431
2502	33508	33337	32715	32680
2530	17739	35165	32682	32096
2558	35089	33626	32716	33026
2586	28682	33041	32708	31560
2614	44835	34378	32709	33419
2642	39184	32623	32723	32254
2670	35096	32550	32714	32436
2698	39326	32636	32721	32943
2733	42326	31254	32724	32628
2761	19167	31449	32727	33384
2796	38541	31893	32734	32331
2824	33716	31501	32731	32188
2852	11802	31553	32706	32799
2887	39644	32912	32708	32488
2915	22335	33735	32721	32983
2950	30854	32028	32718	33005
2978	20487	32334	32722	33652
3013	26352	32442	32734	32813
3048	42905	33258	32715	32416
3083	47081	33835	32706	32463
3111	28248	31814	32720	33506
3146	34811	33723	32747	32790
3174	31802	32695	32721	32858
3202	34115	32491	32707	32709
3237	37338	32678	32717	32731
3265	33631	32205	32727	32662
3293	40768	33312	32709	32684
3328	50320	32609	32729	32883
3356	34588	32650	32706	32369
3391	32086	31928	32727	32661
3419	21537	33044	32724	32889
3454	35185	32768	32716	32236
3482	28030	31893	32697	32842
3517	35143	32128	32730	32609
3552	41380	33510	32701	32590
3587	43155	33207	32691	32536
3622	35421	33243	32696	32321
3657	25825	33562	32730	32509
3692	21669	32404	32703	32674
3727	35760	33183	32725	32375
3762	45421	34222	32702	32699
3797	10800	33399	32708	33385
3832	23552	32702	32718	32452
3867	20336	31916	32699	32921
3902	28170	32301	32702	32414
3944	25223	32090	32707	32795
3979	42023	32372	32703	32766
4014	48501	30892	32706	32678
4049	37983	32662	32713	32590
4084	28131	32985	32720	32659
4126	32618	32064	32711	32682
4161	24411	32813	32665	32438
4196	22446	31643	32696	32793
4245	40591	32850	32714	33229
4280	33352	32122	32724	32212
4315	51746	34980	32731	32432
4350	27004	34653	32728	31864
4385	33688	32713	32703	32486
4420	33418	33057	32699	32842
4455	28894	32885	32722	32930
4490	31097	30302	32709	32818
4525	37184	32350	32727	32685
4560	43230	31538	32712	32218
4595	41995	34530	32729	32408
4630	32108	32034	32709	32497
4665	24947	32643	32729	32822
4700	27094	32708	32718	32044
4735	28108	32851	32717	32558
4770	46792	31121	32726	32388
4805	34397	31752	32710	33369
4840	34374	31132	32700	32427
4875	22479	32500	32725	32713
4910	31122	32142	32714	33107
4945	35247	32706	32715	32875
4980	33362	33022	32715	32471
5015	33068	32350	32741	32397
5050	34706	32255	32722	32510
5085	39972	33560	32735	32946
5127	31379	33699	32746	33079
5162	37972	34630	32707	32395
5197	39250	33024	32725	32899
5232	26207	32635	32713	31871
5267	20764	30133	32694	32706
5302	34856	31129	32706	33188
5337	9801	30741	32716	32652
5372	39976	31884	32733	32550
5407	28216	31113	32723	32814
5442	18549	34078	32721	32880
5477	23666	32571	32721	32416
5512	39612	32072	32723	32195
5554	37172	32111	32700	32958
5596	28144	32792	32723	33297
5638	30342	34172	32728	32893
5680	36924	33861	32716	33058
5722	40019	33109	32691	32726
5764	27738	33154	32713	32797
5799	45429	32865	32703	32880
5841	20748	32896	32725	32511
5876	39992	31984	32698	32704
5918	33152	31250	32723	32542
5960	26333	32092	32709	32377
6002	23743	33200	32713	32837
6044	33451	32051	32702	32477
6086	40377	31436	32722	32493
6128	43934	33024	32708	32725
6170	42470	34422	32715	32151
6212	33516	33316	32689	32943
6254	23195	33253	32700	32882
6296	21571	32486	32711	32838
6338	47538	32054	32714	32271
6380	50028	33891	32718	32146
6422	34676	30909	32706	32146
6464	27495	31216	32698	33006
6506	22743	31826	32713	32532
6548	30326	32024	32720	32601
6590	38306	31780	32696	33008
6632	41256	32263	32741	32604
6674	42748	33433	32704	32032
6716	36303	33334	32715	32915
6758	22615	31471	32705	32785
6800	29446	31943	32716	32568
6842	18414	33380	32698	33308
6884	38572	32493	32692	32378
6926	36775	32534	32730	32505
6968	31608	31821	32718	32421
7010	27485	31773	32726	33269
7052	34194	32923	32721	32575
7094	33506	31367	32717	32665
7136	37757	31941	32719	32821
7178	42195	34326	32728	32698
7220	32326	30667	32703	32378
7262	32258	32034	32728	32968
7304	29031	33575	32707	32811
7346	38127	33135	32702	32779
7388	28031	33780	32717	32111
7430	33698	32512	32723	32385
7472	37091	32463	32709	32408
7514	38271	33356	32706	32766
7556	31199	32638	32736	32676
7598	28625	34206	32723	32661
7640	34655	33501	32708	32424
7682	39720	33594	32702	32982
7724	37322	30596	32708	32823
7766	28703	34115	32723	32638
7808	30068	31869	32724	33176
7850	51777	31954	32691	32179
7892	27148	31277	32738	32825
7934	32882	32827	32707	32872
7976	36501	30693	32708	32252
8018	41133	32756	32733	33040
8060	36689	31741	32710	32605
8102	29551	31172	32709	33052
8144	32833	31834	32725	32749
8186	39446	33201	32710	32756
8228	38420	33518	32692	32186
8270	28123	32539	32698	32927
8312	26715	33325	32717	31977
8354	28596	33154	32711	33153
8396	38078	32049	32719	32878
8438	33013	31288	32692	32188
8480	32836	32452	32714	32415
8522	31326	33598	32708	32082
8564	36774	32714	32712	33074
8606	33234	30969	32706	32991
8648	33117	33874	32724	32447
8690	39629	33163	32700	32788
8732	40228	32969	32709	32460
8774	34034	32679	32714	32713
8816	25776	29881	32712	32580
8858	19024	31899	32690	33071
8900	32786	34690	32688	32368
8942	18316	33086	32714	33431
8984	41204	32962	32719	32241
9026	31269	33373	32737	32467
9068	21761	34280	32723	32860
9110	24496	34092	32720	32717
9152	40362	32671	32744	32408
9194	43969	31626	32727	32729
9236	43699	30177	32727	33032
9278	39438	31789	32731	32538
9320	29821	30007	32702	32631
9362	22991	31978	32712	33023
9404	24679	32008	32708	33288
9446	28974	32372	32680	32478
9488	44698	36209	32724	33060
9530	12661	33399	32707	32970
9572	31590	32333	32697	32587
9614	21294	31998	32738	33031
9656	21196	32430	32725	33657
9698	31190	31889	32695	32659
9740	50612	30683	32701	32502
9782	46821	33027	32703	32336
9824	34878	33528	32743	32869
9866	28117	32724	32734	32432
9908	25322	32174	32705	32957
9950	29650	32748	32718	32833
9992	32849	32358	32718	32932
10034	42904	32826	32700	32516
10076	22268	33632	32714	32839
10118	27898	31924	32738	32474
10160	21161	33384	32703	32500
10202	26573	34792	32705	32993
10244	35341	31978	32722	32712
10286	49343	33278	32704	32033
10328	41833	32057	32718	32666
10370	30493	30788	32715	32188
10412	25901	32805	32714	32110
10454	28458	32968	32714	33058
10496	35368	32971	32712	32850
10538	30132	32829	32692	32189
10580	42243	32106	32708	32744
10622	32577	34724	32735	32936
10664	22552	33835	32719	32344
10706	23321	31914	32723	32754
10748	31175	32753	32703	32306
10790	43383	32604	32727	32593
10832	47620	32975	32725	32920
10874	34329	32569	32714	33409
10916	27728	32417	32691	32729
10958	27884	32230	32694	31969
11000	33619	33474	32727	32837
11042	37240	32279	32706	32806
11084	29912	33701	32696	33249
11126	35247	32578	32710	32277
11168	51815	36273	32709	32655
11210	24068	31339	32690	32926
11252	28197	31225	32718	32770
11294	34053	32727	32720	32632
11336	43662	33021	32712	32127
11378	42840	34174	32680	32671
11420	30483	30701	32713	33217
11462	28157	33732	32714	33166
11504	32052	33339	32700	32870
11546	38155	31923	32704	32435
11588	36582	32141	32708	32974
11630	25744	32055	32733	32980
11672	31471	31506	32742	32574
11714	51803	33493	32719	32306
11756	28315	30650	32731	32510
11798	32615	32620	32703	33205
11840	34581	35501	32715	32677
11882	40237	34611	32706	33012
11924	37267	31523	32730	33152
11966	30030	31628	32712	33565
12008	33611	30851	32738	32901
12050	38434	33525	32710	32449
12092	38462	33499	32752	33010
12134	32623	33124	32704	32341
12176	17153	33108	32724	33569
12218	31023	32580	32725	32740
12260	7693	33429	32731	33267
12302	34735	30544	32699	31975
12344	34627	31532	32720	33277
12386	29418	33216	32729	32121
12428	29745	33763	32731	32197
12470	37101	32613	32726	33134
12512	34609	32497	32718	32005
12554	38700	32990	32710	33299
12596	40834	32435	32721	32778
12638	34367	32012	32716	32854
12680	26443	33227	32715	32937
12722	13490	31953	32699	32849
12764	34378	32685	32693	32164
12806	17395	32578	32725	33197
12848	36881	30891	32694	32077
12890	32443	31552	32715	32283
12932	23735	32879	32703	32738
12974	26912	31296	32723	32269
13016	38474	32330	32720	32196
13058	39973	33842	32702	33188
13100	42200	31929	32698	32923
13142	38774	33068	32717	32516
13184	30423	31544	32689	32710
13226	15367	34311	32697	32995
13268	33243	33927	32693	32476
13310	3062	35901	32683	33161
13352	39655	33665	32712	32280
13394	33417	32683	32710	32375
13436	26786	31077	32722	33123
