timestamp	ch1	ch2	ch3	ch4
10	65535	65535	33624	65535
10	32456	42408	33708	33392
17	31221	40003	33721	33531
38	28817	37002	33722	33428
59	29747	38912	33729	33507
87	30635	37522	33703	33505
115	30728	33109	33714	33333
136	32173	32448	33737	33279
150	33299	32337	33722	33479
171	34300	30220	33714	33474
192	35221	30194	33715	33362
213	38077	30584	33714	33254
234	34772	29602	33705	33510
255	30667	27411	33705	33646
276	32211	21260	33721	33656
297	52232	11040	33743	33336
311	5239	12136	33728	33586
332	32739	19377	33712	33697
360	36746	29273	33723	33515
381	38428	37801	33701	33435
409	39540	44049	33708	33348
430	36864	45627	33723	33487
451	34900	46612	33700	33520
472	32923	46461	33715	33429
493	31152	47969	33724	33636
521	32008	51204	33708	33545
542	32669	47666	33698	33551
563	31722	44915	33712	33601
591	31497	40434	33738	33527
612	32330	37164	33717	33423
633	33021	36691	33732	33732
654	36612	37059	33724	33641
682	30487	32183	33713	33613
703	28744	28763	33717	33711
724	41869	28609	33729	33671
752	12763	26531	33713	33756
773	34995	29687	33703	33308
794	37332	27701	33726	33603
822	38811	28491	33728	33770
843	38702	29341	33708	33914
864	36902	28097	33717	33772
885	35166	28477	33688	33755
906	31547	28315	33726	33921
927	29549	26788	33730	33735
948	31082	31434	33705	33552
969	32557	30953	33697	33571
990	32643	29154	33705	33670
1011	32661	33537	33704	33653
1039	33246	35356	33711	33677
1060	35589	36297	33727	33615
1088	36983	33245	33715	33519
1109	31294	34035	33705	33498
1137	31338	33919	33699	33419
1158	48930	32248	33718	33497
1186	32298	32770	33710	33632
1214	38119	34341	33713	33518
1249	39739	32788	33714	33883
1284	38656	31416	33738	33510
1319	33993	34187	33712	33659
1354	28510	35223	33711	33399
1403	31124	33944	33713	33816
1438	31925	33206	33721	33615
1473	34815	34429	33720	33515
1508	34061	31910	33718	33923
1550	31057	33109	33703	33701
1585	2618	35273	33706	33653
1620	36229	37578	33732	33501
1655	38224	35287	33717	33423
1690	38183	32306	33701	33586
1725	33237	31645	33701	33753
1760	28627	30504	33717	33570
1795	30531	33527	33716	33840
1830	31805	33308	33720	33413
1865	33438	35033	33716	33666
1900	35710	35422	33714	33578
1935	30123	34299	33704	33546
1977	52079	31805	33695	33535
2019	35355	32515	33692	33651
2054	37978	32229	33725	33688
2089	38156	34628	33714	33664
2131	33433	36693	33719	33936
2166	29703	36043	33700	33465
2201	31804	33588	33718	33760
2236	32921	33146	33733	33871
2271	35073	31503	33712	33859
