timestamp	ch1	ch2	ch3	ch4
10	33087	34034	32714	32849
24	32824	31738	32711	32564
38	30197	30325	32696	32598
52	34528	31539	32703	33195
66	34390	33088	32702	32935
80	31256	33603	32726	32690
94	31554	32652	32716	32993
108	33620	30614	32703	32896
129	33129	30776	32688	33141
143	33109	32516	32715	32755
164	33587	32986	32696	32804
178	32558	34739	32716	32813
199	32508	34055	32702	32631
213	31960	33569	32723	32650
234	32162	33504	32703	32418
248	32367	30970	32694	32717
262	33308	32843	32703	32378
276	31926	33054	32715	32390
297	32467	34983	32713	32449
311	31834	32693	32718	32697
325	32474	32065	32701	32560
346	32545	31450	32716	32810
360	33497	32606	32716	32787
381	33073	32305	32729	32556
395	32686	32390	32693	32492
409	32140	31692	32734	32442
430	32754	34341	32701	32487
444	32787	33856	32747	32501
465	32224	32936	32728	32613
479	33098	33620	32737	32775
500	32716	33337	32732	32618
514	32733	32492	32715	32738
535	32973	32244	32701	32576
549	32809	32249	32708	32794
570	32860	31847	32691	32874
584	33811	27139	32697	33142
605	32735	28694	32668	33205
626	32375	33320	32668	32715
647	32128	34050	32738	32542
668	32799	33599	32708	32753
689	32764	36276	32706	32749
710	31564	36763	32701	32085
731	31946	35523	32704	32592
752	31734	34265	32712	32157
773	32174	32327	32713	32271
794	31821	31538	32714	32642
815	32322	32100	32703	32508
836	32220	32073	32714	32684
857	32076	31744	32726	32898
878	32867	31812	32732	32675
899	32882	31080	32723	32625
920	33335	32210	32724	32457
941	33209	31520	32710	32714
962	33283	30906	32724	32799
983	33366	31247	32703	32837
1004	33593	32638	32692	32986
1025	32931	33013	32700	32607
1046	32534	32861	32698	32646
1067	32713	33682	32724	32724
1088	32396	32729	32714	32956
1109	32790	34485	32700	32686
1137	32832	32696	32704	32806
1158	33181	32398	32712	32541
1179	33243	32146	32718	32903
1207	33052	34482	32701	32791
1228	32646	32864	32722	32764
1256	33392	33389	32715	32739
1277	33077	32818	32713	32639
1305	32567	33943	32743	32598
1326	32788	33721	32702	32680
1347	33124	35471	32715	32702
1368	33865	36327	32706	32695
1396	32323	32387	32740	32231
1424	32056	31517	32738	32885
1445	32447	31477	32692	32364
1466	32493	31213	32739	32495
1494	32154	32117	32715	32534
1515	31503	30975	32716	32613
1536	31753	30814	32695	32635
1557	31605	30932	32713	32803
1585	32447	32428	32717	32366
1606	32868	32607	32699	32672
1634	31823	30820	32702	32341
1655	32238	32563	32717	32678
1683	33597	34417	32718	32474
1704	33000	31830	32707	32769
1732	32147	31138	32721	32520
1753	32552	32463	32709	32829
1781	33100	33697	32716	32837
1802	32966	34049	32712	32742
1830	32493	32766	32720	32630
1851	33899	36488	32728	32548
1872	33466	34061	32712	32747
1900	32801	34195	32715	32563
1928	32708	33272	32709	32563
1956	32389	32285	32692	32529
1977	32068	29412	32711	32297
2005	32484	31908	32702	32566
2033	32446	30517	32726	32501
2054	33042	32836	32708	32434
2082	32264	33543	32701	32597
2103	32134	32769	32709	32744
2131	32879	33941	32730	32684
2152	32457	32260	32716	32842
2180	32559	32758	32712	32582
2208	32765	32614	32729	32571
2236	31991	31717	32714	32739
2257	32590	33275	32708	32544
2285	32811	32418	32714	32667
2306	32823	32997	32722	32390
2334	32260	32047	32699	32746
2362	32221	31261	32707	32460
2390	32439	32371	32714	32701
2418	33530	33261	32713	32466
2446	32623	32714	32711	32794
2467	32737	33647	32717	32712
2495	33581	35227	32708	32490
2523	32446	31306	32715	32569
2544	32043	31497	32736	32822
