timestamp	ch1	ch2	ch3	ch4
0	16241	21531	32832	23619
0.016	20616	13833	32779	26139
0.064	48090	23732	32750	32003
0.096	47813	65535	32732	34812
0.12	8578	14721	32814	36412
0.152	1601	10327	32821	38004
0.184	5649	8612	32815	39059
0.208	39098	43968	32729	39569
0.232	24129	16372	32800	39865
0.264	40567	22219	32784	65535
0.296	51754	38468	32754	65535
0.32	2520	14021	32720	65535
0.344	49713	65535	32743	65535
0.368	14476	4179	32833	65535
0.4	26475	6893	32798	49207
0.432	35029	12029	32801	43430
0.464	42200	18862	32812	38917
0.488	19424	22044	32795	23179
0.52	25500	23754	32758	20240
0.552	32656	30780	32714	18776
0.584	39993	29217	32726	18082
0.616	48282	27680	32687	17936
0.64	24439	41236	32798	18116
0.672	23094	47130	32805	18687
0.696	52021	27662	32782	19302
0.728	52001	30292	32760	20330
0.752	30746	51175	32725	21229
0.776	41117	35456	32793	22189
0.816	36489	42304	32733	23953
0.856	15563	48296	32791	25697
0.896	51685	30936	32824	27299
0.928	51796	28155	32806	28446
0.96	45252	26820	32821	29484
0.992	37054	27487	32819	30412
1.016	34424	47245	32740	31037
1.048	43320	36415	32660	31756
1.08	49240	24107	32793	32390
1.112	51293	21805	32782	32925
1.144	48307	21934	32828	33366
1.176	41079	29038	32844	33731
1.208	30530	25528	32757	34016
1.24	21197	13391	32832	34224
1.272	14491	22965	32797	34380
1.304	13139	26293	32823	34479
1.336	16982	33226	32783	34536
1.368	23059	36163	32745	34556
1.408	32152	22156	32805	34517
1.456	18297	34518	32799	34442
1.496	51531	19073	32811	34328
1.536	16418	48155	32790	34192
1.584	25430	46052	32731	34019
1.624	28070	33296	32819	33857
1.664	46567	28517	32799	33692
1.704	12963	46446	32781	33544
1.736	15195	48451	32803	33435
1.776	45077	25776	32778	33299
1.816	32669	39058	32712	33183
1.856	16796	37062	32778	33073
1.896	51127	20125	32754	32996
1.936	15084	47265	32788	32927
1.976	44316	23569	32814	32866
2.016	34140	38365	32722	32816
2.064	45589	25269	32768	32718
2.112	51740	18305	32791	31851
2.176	45414	22177	32803	30599
2.224	29698	29813	32807	30631
2.272	15603	38328	32811	30995
2.312	51625	18298	32807	31722
2.36	49036	20189	32814	32334
2.4	27995	41749	32717	32672
2.448	40593	31037	32671	33433
2.496	51113	20400	32794	33856
2.544	51481	18753	32807	34092
2.592	40313	24434	32823	34208
2.64	23851	32253	32804	34103
2.688	14139	41320	32773	34025
2.736	14398	45938	32808	33958
2.784	23979	44823	32710	33803
2.832	35995	35560	32677	33695
2.888	14000	40188	32780	33360
2.936	14905	45995	32800	33131
2.984	23811	45899	32699	32986
3.04	25563	32076	32817	32890
3.088	13996	40171	32821	32700
3.144	51576	18871	32856	32814
3.208	36474	26285	32749	32632
3.264	44223	27757	32642	32598
3.32	13246	44647	32793	32297
3.376	46758	21633	32803	32560
3.432	35435	36346	32689	32483
3.496	50067	21343	32825	32586
3.552	16172	46511	32785	32374
3.608	36719	25933	32792	32538
3.664	43021	29086	32676	32514
3.72	12758	44061	32802	32383
3.784	23018	44957	32693	32464
3.84	26788	30932	32790	32535
3.904	12893	41653	32789	32525
3.96	51010	19583	32816	32743
4.024	33721	28018	32809	32616
4.088	15802	39248	32784	32595
4.152	15712	46792	32810	32655
4.208	39200	25231	32757	32659
4.272	17835	35931	32798	32574
4.328	51694	18759	32803	32782
4.392	43950	22718	32800	32763
4.456	22970	33011	32824	32614
4.512	51322	20428	32798	32795
4.576	49190	20670	32790	32784
4.64	29646	29908	32813	32679
4.704	13301	40935	32799	32494
4.76	51537	18970	32796	32836
4.816	27614	42732	32679	32703
4.896	48254	23838	32823	32856
4.968	17924	46453	32743	32617
5.032	31810	39508	32695	32652
5.096	48323	23795	32828	32738
5.16	51583	18721	32814	32814
5.224	36125	26415	32773	32727
5.288	16250	37301	32805	32682
5.352	14643	45607	32791	32489
5.416	26710	43286	32677	32679
5.48	43601	27808	32650	32826
5.544	51703	18291	32815	32816
5.608	43020	23566	32811	32739
5.68	43424	29034	32663	32781
5.744	51699	18233	32825	32865
5.808	43224	23221	32796	32767
5.872	22883	33704	32811	32621
5.928	51133	19682	32783	32814
5.992	47846	20937	32819	32770
6.048	34110	37561	32675	32656
6.112	49101	22362	32815	32823
6.176	51067	19218	32816	32865
6.24	33672	27571	32758	32726
6.296	45204	26021	32733	32838
6.376	51414	19182	32828	32790
6.44	34964	27475	32762	32737
6.504	16592	38395	32800	32617
6.568	15248	46314	32801	32528
6.632	27674	42176	32675	32725
6.696	44577	26737	32652	32796
6.76	51743	18308	32844	32842
6.84	36699	26733	32776	32756
6.904	17562	37390	32780	32598
6.968	15018	45813	32790	32567
7.032	27601	42984	32687	32621
7.096	43957	28413	32635	32834
7.16	51626	18233	32805	32882
7.224	42531	23885	32818	32774
7.288	20682	34383	32813	32710
7.36	51628	18559	32823	32825
7.424	42762	23339	32800	32768
7.488	21755	33797	32806	32639
7.552	13059	43771	32768	32642
7.64	38966	25419	32775	32766
7.704	17915	36019	32816	32601
7.768	13725	45070	32778	32500
7.832	24779	44930	32710	32643
7.896	41355	29782	32680	32816
7.96	51720	18466	32773	32843
8.024	44933	22470	32770	32800
8.104	19610	36020	32808	32647
8.184	14871	46591	32798	32663
8.264	32122	39178	32681	32738
8.344	50890	20443	32798	32826
8.416	20417	46026	32724	32554
8.48	36235	36377	32698	32795
8.552	13007	43073	32782	32579
8.616	19848	46542	32732	32586
8.68	35740	36323	32710	32724
8.744	49676	21453	32776	32807
8.808	50510	19784	32828	32818
8.872	30721	28592	32785	32776
8.936	15196	39268	32795	32601
9.016	19274	46427	32751	32604
9.088	26999	30945	32793	32658
9.16	51515	19914	32812	32866
9.224	47747	21300	32803	32838
9.288	28234	30458	32808	32692
9.352	12995	41361	32766	32533
9.424	48984	20847	32822	32799
9.528	45112	26208	32667	32799
9.608	50930	18829	32844	32827
9.672	34245	27001	32777	32768
9.744	48295	23186	32804	32833
9.824	48745	20190	32806	32809
9.896	36353	36097	32690	32703
9.96	50233	20823	32801	32848
10.024	49670	19857	32828	32842
10.096	35824	36380	32666	32707
10.152	15020	39545	32840	32549
10.224	50055	19955	32807	32798
10.28	30974	40666	32698	32640
10.336	18166	36620	32798	32614
10.4	14494	45636	32805	32545
10.448	22666	45227	32693	32710
10.512	38320	33802	32677	32791
10.576	51157	19956	32810	32862
10.632	18548	46351	32744	32629
10.688	33407	27762	32751	32733
10.744	45322	25785	32686	32814
10.8	13993	45075	32797	32593
10.864	24922	44508	32688	32609
10.92	23843	32537	32811	32672
10.984	13178	42982	32795	32609
11.048	21094	45891	32689	32587
11.112	36346	35979	32675	32725
11.176	50372	20829	32842	32852
11.24	49531	20446	32806	32840
11.296	31244	39721	32691	32733
11.36	47008	24369	32813	32838
11.424	51526	19029	32805	32842
11.48	26863	43272	32678	32568
11.536	21738	34330	32827	32665
11.6	13276	43942	32762	32672
11.656	47141	21680	32797	32846
11.72	27048	30926	32790	32675
11.784	13494	42054	32810	32576
11.848	19236	46772	32697	32540
11.912	34134	38082	32681	32818
11.976	48443	22731	32804	32812
12.04	50928	19453	32823	32850
12.104	34070	27638	32748	32736
12.168	16446	38051	32810	32608
12.224	51557	18591	32825	32822
12.28	24962	44573	32702	32500
12.344	40463	31186	32684	32801
12.408	51371	19263	32762	32884
