timestamp	ch1	ch2	ch3	ch4
0	7894	33477	32263	22580
64	12471	29265	32335	25080
224	30596	44698	32182	30073
320	41443	15521	32483	32650
448	50822	14870	32485	35033
544	5514	65535	32210	36218
672	3331	45527	32295	37601
768	48576	26942	32187	38308
864	13055	31797	32412	38767
960	36021	38807	32461	39011
1088	12103	65534	32762	65535
1184	51737	16742	32782	65535
1280	11313	46706	32762	65535
1376	51747	23894	32791	65535
1504	51591	31560	32741	65535
1600	14393	20835	32735	48906
1728	26694	12603	32845	43205
1824	30095	65535	32748	39756
1952	22803	47851	32804	22847
2080	9598	44136	32797	20170
2208	12058	38439	32807	18745
2304	51982	27601	32767	18164
2432	46539	39184	32724	17919
2528	28829	18077	32841	18069
2656	42483	8680	32854	18594
2784	51974	12473	32796	19434
2912	51978	16544	32808	20552
3040	51942	26683	32770	21856
3168	51001	42697	32744	23228
3296	40685	41703	32766	24589
3424	31499	48708	32764	25899
3520	48374	13179	32832	26835
3648	51894	14082	32791	27992
3776	51889	20724	32784	29054
3904	51842	32427	32757	29998
4032	47640	39298	32734	30855
4192	32113	16899	32797	31758
4320	47176	14034	32802	32371
4480	10052	46691	32771	33020
4608	6507	41536	32772	33425
4704	51821	31001	32739	33692
4832	48863	41203	32725	33971
4960	35424	45398	32807	34178
5088	26635	65535	32762	34348
5216	15128	49749	32777	34444
5376	51846	21234	32787	34516
5504	51840	29936	32761	34523
5632	46777	39310	32708	34498
5760	38156	45994	32769	34453
5888	27503	65535	32753	34391
6016	14787	50392	32805	34301
6144	11442	45022	32782	34196
6272	6474	37070	32752	34083
6400	10504	28342	32731	33972
6560	40821	65535	32802	33815
6720	44327	12803	32833	33674
6880	11640	47148	32723	33533
7040	51859	25006	32788	33401
7200	9519	23672	32722	33273
7392	27728	11812	32832	33150
7584	51860	13600	32831	33043
7776	51858	19912	32755	32948
7968	51868	34831	32718	32886
8160	39759	43475	32767	32829
8352	25956	65535	32747	32665
8672	10749	45234	32799	30808
8864	24561	34476	32661	30538
9152	21989	38848	32797	31016
9376	51872	17159	32811	31904
9568	49526	23102	32736	32492
9792	33662	37056	32675	33043
9984	46335	24203	32791	33557
10176	51861	18967	32819	33889
10368	51268	23008	32695	34064
10528	30059	40899	32708	34126
10688	24809	37387	32796	34051
10848	51107	19843	32800	34186
11008	12189	49483	32759	33836
11168	50628	20914	32722	33949
11328	28448	39057	32661	33748
11552	20529	38783	32768	33547
11712	51296	16853	32823	33513
11872	11877	48896	32757	33172
12032	47182	22633	32712	33240
12224	29639	31030	32801	32994
12480	13482	44757	32768	32698
12704	51680	17296	32796	32804
12992	30617	35421	32665	32619
13248	49261	18936	32802	32595
13472	10791	48587	32793	32347
13728	26297	40093	32687	32430
13984	45573	22789	32815	32555
14240	51564	16455	32849	32579
14496	42060	25156	32729	32527
14752	23091	37833	32781	32423
15008	10667	47688	32768	32410
15264	21344	44543	32676	32454
15520	39521	27853	32782	32658
15776	51599	16521	32816	32659
16032	49511	21577	32765	32650
16288	29081	34090	32810	32581
16608	10921	48114	32783	32562
16864	20557	45477	32691	32664
17120	40033	28567	32765	32734
17376	51734	16614	32838	32835
17632	49644	21008	32729	32716
17888	31691	33114	32803	32666
18144	12277	45825	32798	32689
